Customer ID,Recency,Frequency,Monetary,Avg_Basket_Size,Avg_Revenue,Purchase_Count,Tenure,Unique_Products,Unique_Countries,Avg_Purchase_Gap,Churn
12371,44,5,4067.38,287.2,813.476,1436,644,134,1,3.602409638554217,0
12372,71,3,1298.04,264.6666666666667,432.68,794,296,34,1,4.392156862745098,0
12373,310,3,1127.65,172.0,375.8833333333334,516,673,36,1,7.22,1
12374,24,4,2989.2200000000003,340.5,747.3050000000001,1362,587,79,1,6.853658536585366,0
12375,10,2,457.5,89.0,228.75,178,97,14,1,5.4375,0
12376,389,2,503.15,120.0,251.575,240,417,11,1,2.3333333333333335,1
12377,314,4,3426.32,526.25,856.58,2105,588,129,1,1.8079470198675496,1
12378,129,2,5416.32,1658.0,2708.16,3316,561,281,1,1.44,1
12379,81,4,1620.22,203.75,405.055,815,534,58,1,5.65,0
12380,21,11,9676.300000000001,305.0,879.6636363636364,3355,662,156,1,2.3079710144927534,0
12381,4,5,1845.31,161.6,369.062,808,119,70,1,1.313953488372093,0
12383,184,5,1850.56,306.4,370.11199999999997,1532,351,84,1,1.683673469387755,1
12384,28,2,585.27,63.0,292.635,126,121,26,1,3.5384615384615383,0
12385,378,1,1938.4,612.0,1938.4,612,378,65,1,0.0,1
12386,337,2,660.8000000000001,284.0,330.40000000000003,568,366,10,1,1.7058823529411764,1
12387,414,1,143.94,134.0,143.94,134,414,9,1,0.0,1
12388,15,8,3901.11,250.125,487.63875,2001,581,83,1,3.882758620689655,0
12389,402,3,1433.33,204.66666666666666,477.77666666666664,614,655,41,1,5.25,1
12390,79,1,549.84,353.0,549.84,353,79,32,1,0.0,0
12391,21,6,2773.42,203.33333333333334,462.2366666666667,1220,662,241,1,2.2857142857142856,0
12392,590,1,234.75000000000003,73.0,234.75000000000003,73,590,7,1,0.0,1
12393,71,6,2399.45,218.5,399.9083333333333,1311,427,63,1,3.339622641509434,0
12394,63,2,1272.48,409.5,636.24,819,216,26,2,5.884615384615385,0
12395,18,15,5067.27,248.86666666666667,337.81800000000004,3733,602,145,1,2.280632411067194,0
12396,673,1,931.4300000000001,591.0,931.4300000000001,591,673,65,1,0.0,1
12397,35,2,2409.9,631.5,1204.9499999999998,1263,134,110,1,0.792,0
12398,45,1,1635.6599999999999,1394.0,1635.6599999999999,1394,45,85,1,0.0,0
12399,118,7,1962.3,314.0,280.3285714285714,2198,644,67,1,4.807339449541284,1
12400,413,1,205.25,91.0,205.25,91,413,11,1,0.0,1
12401,302,1,84.3,11.0,84.3,11,302,5,1,0.0,1
12402,322,6,1256.9,97.33333333333333,209.48333333333335,584,670,43,1,5.0,1
12403,49,2,1019.36,130.0,509.68000000000006,260,521,5,1,58.875,0
12404,681,1,63.24,1.0,63.24,1,681,1,1,0.0,1
12405,148,1,1710.39,857.0,1710.39,857,148,54,1,0.0,1
12406,21,5,6390.36,683.2,1278.0720000000001,3416,696,114,1,4.078787878787879,0
12407,49,5,1708.12,283.2,341.62399999999997,1416,263,57,1,2.789473684210526,0
12408,32,8,4340.77,278.625,542.59625,2229,497,104,1,2.930379746835443,0
12409,78,7,23419.29,1877.5714285714287,3345.612857142857,13143,564,177,1,1.8403041825095057,0
12410,308,3,1013.71,113.66666666666667,337.90333333333336,341,501,36,1,4.948717948717949,1
12411,409,1,346.9,138.0,346.9,138,409,22,1,0.0,1
12412,74,6,2596.93,332.8333333333333,432.82166666666666,1997,538,82,1,3.6666666666666665,0
12413,66,4,999.45,79.75,249.8625,319,401,41,2,6.68,0
12414,216,6,952.4100000000001,82.5,158.735,495,463,21,1,9.074074074074074,1
12415,23,28,144458.37,3265.964285714286,5159.2275,91447,527,498,1,0.5297297297297298,0
12416,656,1,202.56,132.0,202.56,132,656,11,1,0.0,1
12417,2,20,6816.91,144.5,340.8455,2890,733,270,2,1.953929539295393,0
12418,112,4,2021.2,272.0,505.3,1088,629,90,1,5.108910891089109,1
12419,385,2,503.01,115.5,251.505,231,413,23,1,1.125,1
12420,63,1,600.39,345.0,600.39,345,63,29,1,0.0,0
12421,15,6,1098.6,108.66666666666667,183.1,652,504,44,1,7.609375,0
12422,95,17,5231.8,152.7058823529412,307.7529411764706,2596,721,137,2,3.6023391812865495,1
12423,0,10,2622.39,179.3,262.239,1793,465,128,2,2.8048780487804876,0
12424,162,4,3340.0299999999997,506.25,835.0074999999999,2025,547,78,1,4.230769230769231,1
12425,77,2,1741.41,573.5,870.705,1147,447,87,1,4.111111111111111,0
12426,194,2,1345.21,292.0,672.605,584,662,73,1,6.157894736842105,1
12427,21,3,1129.3,204.0,376.43333333333334,612,371,26,1,8.725,0
12428,25,9,7956.46,392.8888888888889,884.0511111111111,3536,283,258,1,0.8703071672354948,0
12429,8,8,7485.91,418.0,935.73875,3344,545,124,2,3.11046511627907,0
12430,42,1,256.4,117.0,256.4,117,42,11,1,0.0,0
12431,35,27,10857.970000000001,174.7037037037037,402.147037037037,4717,693,244,2,1.603960396039604,0
12432,42,5,5059.32,360.2,1011.8639999999999,1801,171,107,1,1.1962616822429906,0
12433,0,10,20581.260000000002,1711.6,2058.126,17116,476,285,1,0.6695035460992907,0
12434,84,3,1103.43,177.33333333333334,367.81,532,380,62,1,4.27536231884058,0
12435,79,6,13925.93,826.3333333333334,2320.9883333333332,4958,736,88,1,5.90990990990991,0
12436,99,1,509.01,211.0,509.01,211,99,16,1,0.0,1
12437,1,39,12683.4,205.12820512820514,325.2153846153846,8000,736,273,1,1.2758007117437722,0
12438,13,2,2906.85,590.0,1453.425,1180,139,84,1,1.288659793814433,0
12439,682,2,1158.18,242.0,579.09,484,725,69,1,0.6056338028169014,1
12440,461,2,859.2,165.5,429.6,331,717,21,1,8.225806451612904,1
12441,366,1,347.1,242.0,347.1,242,366,11,1,0.0,1
12442,2,1,172.06,182.0,172.06,182,2,12,1,0.0,0
12443,731,1,485.31,182.0,485.31,182,731,21,1,0.0,1
12444,20,5,5005.46,230.6,1001.092,1153,170,138,1,0.8514285714285714,0
12445,21,2,434.98,103.0,217.49,206,420,24,1,17.304347826086957,0
12446,57,1,1002.3100000000001,351.0,1002.3100000000001,351,57,57,1,0.0,0
12447,242,1,476.49,190.0,476.49,190,242,26,1,0.0,1
12448,43,1,449.45,243.0,449.45,243,43,22,1,0.0,0
12449,21,6,4835.89,380.3333333333333,805.9816666666667,2282,438,125,2,2.07,0
12450,155,5,688.2,88.4,137.64000000000001,442,473,31,1,8.777777777777779,1
12451,10,8,12669.88,1169.875,1583.735,9359,528,352,1,1.0098039215686274,0
12452,16,2,430.57000000000005,92.5,215.285,185,16,21,1,0.0,0
12453,133,1,707.09,473.0,707.09,473,133,43,1,0.0,1
12454,55,5,16679.78,1540.6,3335.9559999999997,7703,420,24,1,9.282051282051283,0
12455,72,10,5879.95,330.2,587.995,3302,721,199,2,2.8451327433628317,0
12456,43,3,3181.04,544.3333333333334,1060.3466666666666,1633,254,105,1,1.685483870967742,0
12457,65,8,2995.91,136.75,374.48875,1094,434,63,2,4.397590361445783,0
12458,70,4,1777.49,246.5,444.3725,986,487,71,1,5.0,0
12459,604,1,454.36,258.0,454.36,258,604,23,1,0.0,1
12460,455,1,326.65,170.0,326.65,170,455,18,1,0.0,1
12461,93,2,826.88,143.5,413.44,287,154,35,1,1.7647058823529411,1
12462,18,2,1189.59,268.0,594.7950000000001,536,302,51,1,4.655737704918033,0
12463,52,4,1344.78,194.0,336.195,776,241,65,1,2.268292682926829,0
12464,9,8,1212.05,14.0,151.50625,112,308,6,1,10.571428571428571,0
12465,16,2,742.19,239.5,371.095,479,168,46,1,3.3043478260869565,0
12466,681,1,56.73,1.0,56.73,1,681,1,1,0.0,1
12467,422,1,132.8,129.0,132.8,129,422,9,1,0.0,1
12468,187,5,3670.7400000000002,440.2,734.1479999999999,2201,682,127,1,3.3087248322147653,1
12469,522,2,3070.54,1276.0,1535.27,2552,536,76,1,0.18666666666666668,1
12470,689,1,211.95,95.0,211.95,95,689,23,1,0.0,1
12471,1,79,39963.79,213.69620253164558,505.8707594936709,16882,732,255,1,0.6241197183098591,0
12472,31,19,17880.59,597.3684210526316,941.0836842105264,11350,725,397,1,0.7472527472527473,0
12473,28,5,3938.55,487.8,787.71,2439,191,140,1,0.9640718562874252,0
12474,16,31,12424.45,256.5806451612903,400.7887096774194,7954,666,369,1,0.8942172073342737,0
12475,53,2,1149.64,385.5,574.8199999999999,771,409,54,1,5.933333333333334,0
12476,15,23,14115.41,245.43478260869566,613.7134782608696,5645,501,358,1,0.9281553398058252,0
12477,22,9,20276.37,679.8888888888889,2252.93,6119,622,295,1,1.0621669626998225,0
12478,3,1,680.99,236.0,680.99,236,3,36,1,0.0,0
12479,10,1,527.2,385.0,527.2,385,10,31,1,0.0,0
12480,27,7,5464.85,421.7142857142857,780.6928571428572,2952,506,177,1,1.979253112033195,0
12481,22,15,12361.39,483.53333333333336,824.0926666666667,7253,606,248,1,1.4820512820512821,0
12482,575,29,23691.4,932.4827586206897,816.944827586207,27042,653,42,1,0.3645320197044335,1
12483,16,19,5120.58,114.3157894736842,269.5042105263158,2172,676,68,1,4.717391304347826,0
12484,32,12,6370.15,272.5833333333333,530.8458333333334,3271,680,329,1,1.358649789029536,0
12485,528,1,708.1,414.0,708.1,414,528,34,1,0.0,1
12486,431,1,1037.28,523.0,1037.28,523,431,49,1,0.0,1
12487,730,1,285.3,174.0,285.3,174,730,2,1,0.0,1
12488,9,3,1298.66,176.33333333333334,432.8866666666667,529,75,46,1,1.2037037037037037,0
12489,335,1,334.93,105.0,334.93,105,335,15,1,0.0,1
12490,4,21,9823.64,281.23809523809524,467.79238095238094,5906,737,195,1,1.5726681127982647,0
12491,38,1,460.40000000000003,260.0,460.40000000000003,260,38,25,1,0.0,0
12492,62,3,715.21,148.0,238.40333333333334,444,402,38,1,8.268292682926829,0
12493,165,2,433.74,103.5,216.87,207,196,20,1,1.4761904761904763,1
12494,15,9,1872.8700000000001,109.77777777777777,208.0966666666667,988,575,83,1,5.045454545454546,0
12495,640,1,357.4,130.0,357.4,130,640,17,1,0.0,1
12496,619,2,54.09,16.5,27.045,33,619,10,1,0.0,1
12497,81,3,6248.5,1895.0,2082.8333333333335,5685,644,41,1,10.035714285714286,0
12498,20,3,403.70000000000005,53.0,134.5666666666667,159,57,21,1,1.6363636363636365,0
12499,559,1,393.72,302.0,393.72,302,559,27,1,0.0,1
12500,22,19,5955.21,177.73684210526315,313.4321052631579,3377,672,88,1,4.43448275862069,0
12501,336,1,2169.39,1783.0,2169.39,1783,336,149,1,0.0,1
12502,95,5,3723.87,164.0,744.774,820,309,102,1,1.4589041095890412,1
12503,583,1,1126.0,561.0,1126.0,561,583,2,1,0.0,1
12504,17,4,779.05,114.5,194.7625,458,596,11,1,30.36842105263158,0
12505,408,1,955.2,324.0,955.2,324,408,42,1,0.0,1
12506,232,1,73.5,23.0,73.5,23,232,23,1,0.0,1
12507,133,4,1844.06,314.0,461.015,1256,584,46,1,9.375,1
12508,25,2,398.27,136.0,199.135,272,28,57,1,0.029411764705882353,0
12509,283,1,176.5,55.0,176.5,55,283,7,1,0.0,1
12510,142,9,5178.02,227.66666666666666,575.3355555555556,2049,734,94,1,4.083333333333333,1
12511,428,1,3084.02,1753.0,3084.02,1753,428,190,1,0.0,1
12512,65,2,138.03,49.5,69.015,99,65,31,1,0.0,0
12513,112,1,612.29,462.0,612.29,462,112,35,1,0.0,1
12514,266,2,1597.76,420.0,798.8800000000001,840,641,76,1,4.506024096385542,1
12515,352,1,383.7,131.0,383.7,131,352,16,1,0.0,1
12516,77,4,2648.62,488.0,662.155,1952,598,49,1,7.123287671232877,0
12517,27,5,2502.84,274.2,500.56800000000004,1371,189,232,1,0.5653710247349824,0
12518,0,5,2056.89,263.6,411.378,1318,109,84,1,0.8780487804878049,0
12519,63,2,726.54,197.5,363.27000000000004,395,476,34,1,10.58974358974359,0
12520,78,5,2634.26,287.8,526.8520000000001,1439,273,121,1,1.2781456953642385,0
12521,142,1,599.68,309.0,599.68,309,142,38,1,0.0,1
12522,38,2,192.72,97.0,96.36,194,50,11,1,1.0909090909090908,0
12523,18,23,4372.15,98.91304347826087,190.09347826086955,2275,731,176,1,2.8152610441767068,0
12524,8,17,11126.11,422.2352941176471,654.4770588235294,7178,668,157,1,2.7364016736401675,0
12525,497,3,973.73,169.66666666666666,324.57666666666665,509,646,56,1,2.5084745762711864,1
12526,0,3,1316.66,210.66666666666666,438.8866666666666,632,93,64,1,1.3285714285714285,0
12527,81,5,735.51,105.2,147.102,526,528,26,1,14.35483870967742,0
12528,8,6,1933.48,126.0,322.24666666666667,756,312,50,1,3.318681318681319,0
12529,527,1,316.48,192.0,316.48,192,527,21,1,0.0,1
12530,59,9,3759.26,301.44444444444446,417.6955555555556,2713,641,94,1,3.6878980891719744,0
12531,14,2,1933.2,559.5,966.6,1119,685,126,1,5.325396825396825,0
12532,29,1,349.83000000000004,153.0,349.83000000000004,153,29,16,1,0.0,0
12533,627,2,1367.89,352.0,683.945,704,738,63,1,1.5492957746478873,1
12534,130,1,1089.18,651.0,1089.18,651,130,63,1,0.0,1
12535,91,2,716.35,109.5,358.17499999999995,219,186,28,1,2.8484848484848486,1
12536,42,3,12601.830000000002,934.3333333333334,4200.610000000001,2803,58,260,1,0.057692307692307696,0
12537,408,1,732.94,449.0,732.94,449,408,43,1,0.0,1
12538,28,2,640.45,168.0,320.225,336,377,33,1,10.575757575757576,0
12539,21,7,11214.75,647.8571428571429,1602.107142857143,4535,715,276,1,1.3737574552683898,0
12540,19,33,22254.49,333.90909090909093,674.3784848484848,11019,731,354,1,0.9038961038961039,0
12541,29,3,981.18,226.66666666666666,327.06,680,280,46,1,4.901960784313726,0
12542,483,2,481.88,261.0,240.94,522,639,39,1,4.105263157894737,1
12543,447,1,980.25,688.0,980.25,688,447,43,1,0.0,1
12544,35,1,372.7,136.0,372.7,136,35,19,1,0.0,0
12545,74,2,1000.39,261.5,500.195,523,259,42,1,3.7551020408163267,0
12546,46,2,1161.5,316.5,580.75,633,77,59,1,0.45588235294117646,0
12547,197,3,383.58,103.0,127.86,309,499,13,1,15.05,1
12548,165,1,95.19999999999999,49.0,95.19999999999999,49,165,5,1,0.0,1
12549,575,6,1575.68,227.66666666666666,262.61333333333334,1366,697,38,1,2.5,1
12550,78,1,964.83,569.0,964.83,569,78,57,1,0.0,0
12551,357,1,168.0,100.0,168.0,100,357,10,1,0.0,1
12552,38,2,437.82,44.0,218.91,88,39,20,1,0.0,0
12553,7,12,4608.75,193.75,384.0625,2325,422,109,1,1.7257383966244726,0
12554,448,1,468.5,240.0,468.5,240,448,26,1,0.0,1
12555,681,1,129.23,1.0,129.23,1,681,1,1,0.0,1
12556,49,2,603.71,179.0,301.855,358,150,100,1,0.8333333333333334,0
12557,15,8,18716.14,847.75,2339.5175,6782,722,15,1,12.333333333333334,0
12558,7,1,269.96,196.0,269.96,196,7,11,1,0.0,0
12559,310,2,561.71,141.5,280.855,283,319,21,1,0.4,1
12560,4,3,2134.01,370.0,711.3366666666667,1110,142,91,1,1.3076923076923077,0
12561,302,1,238.85,177.0,238.85,177,302,16,1,0.0,1
12562,7,9,4966.92,258.55555555555554,551.88,2327,434,113,1,2.058252427184466,0
12563,408,1,249.24,113.0,249.24,113,408,13,1,0.0,1
12564,260,1,456.90000000000003,133.0,456.90000000000003,133,260,21,1,0.0,1
12565,288,1,145.92000000000002,80.0,145.92000000000002,80,288,9,1,0.0,1
12566,85,1,351.65,265.0,351.65,265,85,19,1,0.0,0
12567,22,15,13709.86,405.73333333333335,913.9906666666667,6086,666,365,1,0.9984326018808778,0
12568,644,1,70.0,48.0,70.0,48,644,5,1,0.0,1
12569,1,32,4124.6900000000005,56.28125,128.89656250000002,1801,251,92,1,1.267379679144385,0
12570,681,1,77.52,1.0,77.52,1,681,1,1,0.0,1
12571,39,2,519.61,261.5,259.805,523,121,31,1,2.4545454545454546,0
12572,8,2,1020.4200000000001,226.0,510.21000000000004,452,51,53,1,0.7288135593220338,0
12573,226,5,717.41,95.8,143.48200000000003,479,464,107,1,1.9915254237288136,1
12574,315,1,218.45000000000002,61.0,218.45000000000002,61,315,11,1,0.0,1
12575,456,2,622.82,157.5,311.40999999999997,315,526,34,1,1.864864864864865,1
12576,35,8,2142.7200000000003,186.75,267.84000000000003,1494,525,114,1,3.4539007092198584,0
12577,34,8,1653.75,149.625,206.71875,1197,735,259,1,2.3222591362126246,0
12578,20,4,4642.45,595.0,1160.6125,2380,443,149,1,2.456140350877193,0
12579,77,1,440.42,285.0,440.42,285,77,29,1,0.0,0
12580,246,2,1052.9,284.5,526.45,569,576,52,1,5.771929824561403,1
12581,39,1,197.71,161.0,197.71,161,39,15,1,0.0,0
12582,238,4,1980.4,246.25,495.1,985,577,88,1,3.3137254901960786,1
12583,2,27,14447.44,332.74074074074076,535.0903703703704,8984,733,141,1,1.5440860215053764,0
12584,3,9,2338.15,46.22222222222222,259.7944444444445,416,279,44,1,2.863157894736842,0
12585,233,2,2040.1,639.5,1020.05,1279,350,77,1,1.3604651162790697,1
12586,16,4,2062.67,171.75,515.6675,687,722,82,1,7.580645161290323,0
12587,7,1,144.0,51.0,144.0,51,7,4,1,0.0,0
12588,38,4,958.78,109.5,239.695,438,597,31,1,12.4,0
12589,28,8,4695.66,220.5,586.9575,1764,689,121,1,3.6815642458100557,0
12590,210,2,9864.26,2141.5,4932.13,4283,210,68,1,0.0,1
12591,316,3,1352.15,225.66666666666666,450.7166666666667,677,408,63,1,1.338235294117647,1
12592,91,5,2582.66,375.0,516.5319999999999,1875,518,42,1,5.325,1
12593,108,3,418.1,68.66666666666667,139.36666666666667,206,218,14,1,5.5,1
12594,37,15,5090.110000000001,184.53333333333333,339.3406666666667,2768,645,78,1,3.04040404040404,0
12595,504,1,299.02,271.0,299.02,271,504,19,1,0.0,1
12596,50,2,618.27,237.0,309.135,474,241,25,1,7.3076923076923075,0
12597,18,4,3811.22,559.0,952.805,2236,267,184,1,1.2097560975609756,0
12598,9,11,4534.09,264.1818181818182,412.19,2906,648,130,1,3.0926829268292684,0
12599,28,13,2296.72,168.3846153846154,176.67076923076925,2189,577,47,1,4.098484848484849,0
12600,28,21,5043.92,67.33333333333333,240.18666666666667,1414,731,53,1,5.297709923664122,0
12601,189,6,681.26,48.333333333333336,113.54333333333334,290,404,24,1,6.424242424242424,1
12602,58,1,153.12,162.0,153.12,162,58,12,1,0.0,0
12603,21,1,739.1999999999999,63.0,739.1999999999999,63,21,2,1,0.0,0
12604,78,2,254.18,100.5,127.09,201,261,15,1,12.133333333333333,0
12605,375,4,1232.95,232.25,308.2375,929,457,63,1,1.08,1
12606,681,1,21.0,1.0,21.0,1,681,1,1,0.0,1
12607,59,1,1579.51,1228.0,1579.51,1228,59,101,1,0.0,0
12608,404,1,415.79,323.0,415.79,323,404,16,1,0.0,1
12609,77,9,3435.86,172.55555555555554,381.76222222222225,1553,718,129,1,3.6724137931034484,0
12610,22,5,2099.54,209.8,419.908,1049,125,85,1,0.9619047619047619,0
12611,51,1,1193.32,846.0,1193.32,846,51,65,1,0.0,0
12612,73,1,704.04,262.0,704.04,262,73,19,1,0.0,0
12613,56,10,6835.07,416.3,683.507,4163,724,218,1,2.039877300613497,0
12614,277,1,315.6,76.0,315.6,76,277,20,1,0.0,1
12615,1,8,5740.9800000000005,414.625,717.6225000000001,3317,630,198,1,2.3308550185873607,0
12616,94,3,1131.1,166.0,377.0333333333333,498,388,32,1,5.528301886792453,1
12617,28,1,355.53000000000003,213.0,355.53000000000003,213,28,39,1,0.0,0
12618,21,1,177.31,96.0,177.31,96,21,11,1,0.0,0
12619,15,10,3781.38,351.8,378.13800000000003,3518,559,55,1,5.474747474747475,0
12620,14,3,1339.41,393.6666666666667,446.46999999999997,1181,204,89,1,2.076923076923077,0
12621,1,35,24775.81,398.0857142857143,707.8802857142857,13933,668,344,1,0.8439531859557867,0
12622,231,1,180.1,69.0,180.1,69,231,11,1,0.0,1
12623,275,7,3747.84,281.57142857142856,535.4057142857143,1971,696,112,1,2.4302325581395348,1
12624,105,2,641.13,177.5,320.565,355,177,36,1,1.9189189189189189,1
12625,211,4,5164.88,827.25,1291.22,3309,596,144,1,2.1043956043956045,1
12626,22,9,6620.4800000000005,383.6666666666667,735.6088888888888,3453,326,232,1,1.023890784982935,0
12627,10,7,4478.53,393.14285714285717,639.79,2752,139,162,1,0.5545851528384279,0
12628,3,3,786.46,149.33333333333334,262.15333333333336,448,64,34,1,1.475,0
12629,385,2,1558.22,361.0,779.11,722,422,40,1,0.8409090909090909,1
12630,9,2,1270.88,274.0,635.44,548,43,60,1,0.5396825396825397,0
12631,56,6,3481.57,267.8333333333333,580.2616666666667,1607,692,131,1,3.4835164835164836,0
12632,520,2,804.88,347.0,402.44,694,564,32,1,1.2941176470588236,1
12633,58,7,5678.16,462.57142857142856,811.1657142857142,3238,525,220,1,1.521311475409836,0
12634,535,2,490.0,168.5,245.0,337,547,20,1,0.631578947368421,1
12635,89,4,2930.41,487.25,732.6025,1949,456,159,1,2.056179775280899,0
12636,738,1,141.0,1.0,141.0,1,738,1,1,0.0,1
12637,66,12,8340.31,357.0,695.0258333333333,4284,542,295,1,0.7429022082018928,0
12638,32,2,921.49,331.5,460.745,663,639,47,1,12.893617021276595,0
12639,238,3,1312.3700000000001,210.33333333333334,437.4566666666667,631,627,58,1,6.174603174603175,1
12640,23,3,1174.58,103.66666666666667,391.5266666666667,311,81,47,1,1.0961538461538463,0
12641,114,1,185.9,72.0,185.9,72,114,10,1,0.0,1
12642,24,3,1013.26,184.0,337.75333333333333,552,107,39,1,1.7826086956521738,0
12643,127,12,8350.42,398.75,695.8683333333333,4785,610,14,1,9.352941176470589,1
12644,129,4,1918.49,258.0,479.62249999999995,1032,693,106,1,5.127272727272727,1
12645,33,8,3539.3,265.625,442.4125,2125,668,111,1,3.9622641509433962,0
12646,4,2,1346.97,448.5,673.485,897,48,43,1,1.0,0
12647,21,36,17924.35,191.05555555555554,497.89861111111105,6878,694,240,1,1.1912568306010929,0
12648,154,4,1112.0,129.5,278.0,518,700,38,1,8.53125,1
12649,106,8,2294.65,244.875,286.83125,1959,695,94,1,5.0085470085470085,1
12650,2,1,314.44,254.0,314.44,254,2,20,1,0.0,0
12651,334,4,377.75,66.25,94.4375,265,464,30,1,4.482758620689655,1
12652,330,2,1017.0300000000001,268.0,508.515,536,433,51,2,2.04,1
12653,148,3,4160.83,560.3333333333334,1386.9433333333334,1681,526,76,1,4.435294117647059,1
12654,10,5,601.98,52.8,120.396,264,294,31,1,7.648648648648648,0
12655,423,1,261.35,80.0,261.35,80,423,16,1,0.0,1
12656,16,8,6407.83,357.5,800.97875,2860,562,174,1,2.203252032520325,0
12657,10,4,1643.18,261.0,410.795,1044,78,35,1,1.434782608695652,0
12658,18,1,686.05,320.0,686.05,320,18,36,1,0.0,0
12659,29,1,91.68,105.0,91.68,105,29,5,1,0.0,0
12660,10,1,245.10000000000002,127.0,245.10000000000002,127,10,13,1,0.0,0
12661,435,1,162.0,216.0,162.0,216,435,11,1,0.0,1
12662,0,20,6988.02,179.05,349.401,3581,617,163,1,1.4987654320987653,0
12663,624,2,239.4,90.5,119.7,181,667,9,1,4.777777777777778,1
12664,7,11,6070.04,135.9090909090909,551.8218181818182,1495,726,10,1,16.204545454545453,0
12665,324,3,313.6,55.0,104.53333333333335,165,668,13,1,21.4375,1
12666,393,1,1248.42,370.0,1248.42,370,393,31,1,0.0,1
12667,57,1,620.13,395.0,620.13,395,57,33,1,0.0,0
12668,11,10,11444.68,507.6,1144.468,5076,676,263,1,1.228624535315985,0
12669,150,3,2744.0299999999997,371.6666666666667,914.6766666666666,1115,256,98,1,1.05,1
12670,9,7,3760.29,232.42857142857142,537.1842857142857,1627,666,71,1,5.7368421052631575,0
12671,605,1,2622.481,1460.0,2622.481,1460,605,45,1,0.0,1
12672,329,2,437.05,69.0,218.525,138,595,22,1,12.619047619047619,1
12673,4,3,1230.02,233.33333333333334,410.00666666666666,700,401,68,1,5.424657534246576,0
12674,38,4,1970.6,283.25,492.65,1133,207,52,1,2.0609756097560976,0
12675,553,2,958.5,168.5,479.25,337,577,111,1,0.21428571428571427,1
12676,24,11,2843.09,169.72727272727272,258.4627272727273,1867,482,67,1,4.2924528301886795,0
12677,554,2,395.1,88.0,197.55,176,665,13,1,5.55,1
12678,41,21,34281.18,1065.3333333333333,1632.4371428571428,22372,700,199,1,1.728,0
12679,58,4,1113.02,138.5,278.255,554,283,43,1,4.74468085106383,0
12680,0,4,880.81,111.0,220.2025,444,112,33,1,2.1346153846153846,0
12681,14,45,30868.28,391.02222222222224,685.9617777777778,17596,725,459,1,0.4719945355191257,0
12682,3,52,24033.91,211.8846153846154,462.19057692307695,11018,738,327,1,0.6830443159922929,0
12683,3,21,12696.78,365.85714285714283,604.6085714285715,7683,725,236,1,1.3222222222222222,0
12684,7,7,2283.63,283.57142857142856,326.23285714285714,1985,212,61,1,1.9519230769230769,0
12685,27,6,2863.08,253.83333333333334,477.18,1523,93,117,1,0.40384615384615385,0
12686,371,1,178.28,214.0,178.28,214,371,7,1,0.0,1
12687,480,2,2138.91,701.5,1069.455,1403,480,126,1,0.0,1
12688,113,1,4873.81,3028.0,4873.81,3028,113,171,1,0.0,1
12689,25,2,1247.6100000000001,314.0,623.8050000000001,628,127,57,1,1.4225352112676057,0
12690,205,1,389.01,106.0,389.01,106,205,16,1,0.0,1
12691,27,7,1170.4,63.57142857142857,167.20000000000002,445,420,24,1,10.263157894736842,0
12692,636,1,110.95,36.0,110.95,36,636,13,1,0.0,1
